Transaction ID,Date,Account Type,Category,Description,Debit Amount,Credit Amount,Balance,Department,Vendor/Client,Invoice Number,Payment Method
TXN10236,22-10-2024,Assets,Marketing,Loan repayment,2477,2810,333,Sales,ASCEND,2708,Cash
TXN10237,17-01-2024,Assets,Payroll,Invoice payment,3531,9135,5604,Operations,SCEPTER,3392,Bank Transfer
TXN10238,18-03-2024,Assets,Miscellaneous,Monthly payment,1071,5194,4123,Finance,SCEPTER,3470,Credit Card
TXN10239,11-02-2025,Assets,Marketing,Service charge,4073,3401,-672,Operations,PRIME-TECH,3263,Credit Card
TXN10240,27-01-2024, Liabilities,Utilities,Service charge,4656,3248,-1408,Sales,SCEPTER,2615,Cash
TXN10241,01-12-2024,Assets, Rent,Loan repayment,1954,9193,7239,Operations,PRIME-TECH,2866,Cash
TXN10242,24-06-2024, Expenses,Utilities,Service charge,1423,8169,6746,Sales,ASCEND,2328,Credit Card
TXN10243,16-10-2024, Liabilities,Taxes,Service charge,2345,3858,1513,Finance,ASCEND,3464,Credit Card
TXN10244,10-06-2023, Revenue, Rent,Invoice payment,4618,2309,-2309,Finance,ASCEND,2104,Credit Card
TXN10245,07-01-2025, Expenses,Miscellaneous,Invoice payment,1248,9791,8543,Sales,PRIME-TECH,2417,Bank Transfer
TXN10246,05-12-2023,Assets,Sales Revenue,Invoice payment,2355,9035,6680,Sales,PRIME-TECH,3950,Bank Transfer
TXN10247,19-01-2025,Assets,Taxes,Monthly payment,733,4541,3808,HR,SCEPTER,2207,Credit Card
TXN10248,12-11-2024, Expenses,Utilities,Monthly payment,1861,4573,2712,HR,SCEPTER,2756,Bank Transfer
TXN10249,18-11-2023,Assets,Utilities,Invoice payment,3351,3787,436,Sales,SCEPTER,2461,Cash
TXN10250,16-05-2024,Assets,Loans,Loan repayment,1501,5284,3783,Sales,SCEPTER,2953,Credit Card
TXN10251,26-02-2025, Revenue,Miscellaneous,Invoice payment,4602,3693,-909,Sales,PRIME-TECH,3704,Cash
TXN10252,16-09-2023, Expenses,Payroll,Service charge,510,9741,9231,Sales,SCEPTER,2468,Cash
TXN10253,07-11-2023, Revenue,Loans,Loan repayment,4557,5494,937,Finance,SCEPTER,3875,Bank Transfer
TXN10254,10-07-2024, Expenses,Taxes,Loan repayment,1858,6887,5029,Operations,PRIME-TECH,2998,Cash
TXN10255,02-10-2024, Revenue, Rent,Loan repayment,1126,7339,6213,HR,GOOGLE,3347,Cash
TXN10256,02-04-2024, Liabilities,Payroll,Service charge,4636,8689,4053,Finance,PRIME-TECH,3401,Cash
TXN10257,28-01-2025,Assets,Taxes,Service charge,4373,6301,1928,Finance,SCEPTER,2373,Credit Card
TXN10258,20-09-2024, Liabilities,Taxes,Invoice payment,4391,7291,2900,Operations,GOOGLE,3207,Cash
TXN10259,30-09-2024,Assets,Loans,Monthly payment,4170,9400,5230,Finance,GOOGLE,2569,Credit Card
TXN10260,23-04-2023, Liabilities,Utilities,Monthly payment,4437,8125,3688,Sales,GOOGLE,3916,Credit Card
TXN10261,20-07-2024, Expenses,Miscellaneous,Invoice payment,1181,8845,7664,Operations,GOOGLE,2131,Credit Card
TXN10262,06-10-2024, Liabilities,Taxes,Service charge,4474,2188,-2286,Sales,SCEPTER,3294,Bank Transfer
TXN10263,07-09-2023,Assets,Payroll,Loan repayment,3601,2354,-1247,Operations,GOOGLE,3638,Cash
TXN10264,16-01-2025, Expenses,Sales Revenue,Loan repayment,2086,9020,6934,Finance,SCEPTER,3217,Bank Transfer
TXN10265,07-01-2025, Revenue,Utilities,Invoice payment,1988,9267,7279,Sales,PRIME-TECH,3228,Bank Transfer
TXN10266,12-11-2024, Expenses, Rent,Service charge,3704,9032,5328,Operations,PRIME-TECH,3747,Credit Card
TXN10267,22-05-2024, Liabilities,Loans,Loan repayment,4279,5810,1531,Finance,SCEPTER,2187,Credit Card
TXN10268,14-04-2023,Assets,Utilities,Monthly payment,3813,8726,4913,Sales,ASCEND,3572,Bank Transfer
TXN10269,02-10-2023, Liabilities,Utilities,Monthly payment,4462,7502,3040,Finance,SCEPTER,2020,Credit Card
TXN10270,22-05-2024, Liabilities,Sales Revenue,Service charge,920,3229,2309,Operations,GOOGLE,3099,Credit Card
TXN10271,28-11-2023, Expenses,Taxes,Invoice payment,3470,9094,5624,Finance,SCEPTER,3795,Bank Transfer
TXN10272,14-06-2023,Assets,Payroll,Invoice payment,2189,5926,3737,Finance,GOOGLE,3584,Credit Card
TXN10273,18-10-2024, Liabilities,Marketing,Monthly payment,1556,2458,902,Operations,GOOGLE,3455,Credit Card
TXN10274,13-06-2024, Liabilities,Taxes,Loan repayment,3580,4115,535,HR,PRIME-TECH,3420,Bank Transfer
TXN10275,12-03-2025, Liabilities,Utilities,Loan repayment,3976,6395,2419,Sales,PRIME-TECH,2657,Cash
TXN10276,24-05-2023,Assets,Marketing,Invoice payment,3426,8972,5546,HR,SCEPTER,3803,Bank Transfer
TXN10277,05-02-2024,Assets, Rent,Invoice payment,3666,7606,3940,Operations,ASCEND,3024,Bank Transfer
TXN10278,28-05-2024, Revenue,Payroll,Monthly payment,4312,2914,-1398,Finance,ASCEND,2756,Credit Card
TXN10279,01-09-2023, Liabilities,Taxes,Service charge,3664,8048,4384,HR,PRIME-TECH,3688,Credit Card
TXN10280,18-02-2025, Revenue,Miscellaneous,Service charge,4945,2148,-2797,Operations,ASCEND,3456,Cash
TXN10281,04-06-2023, Expenses,Taxes,Service charge,4816,2939,-1877,Operations,PRIME-TECH,3882,Credit Card
TXN10282,14-02-2024, Liabilities,Taxes,Monthly payment,3270,9068,5798,Operations,GOOGLE,2238,Credit Card
TXN10283,24-02-2024,Assets, Rent,Invoice payment,4370,3725,-645,Sales,ASCEND,3742,Cash
TXN10284,01-06-2024, Revenue,Miscellaneous,Invoice payment,2456,3217,761,HR,SCEPTER,3937,Credit Card
TXN10285,15-06-2024, Liabilities,Sales Revenue,Service charge,2279,9061,6782,Operations,ASCEND,3860,Cash
TXN10286,29-04-2024, Revenue, Rent,Invoice payment,3593,5587,1994,HR,GOOGLE,3346,Cash
TXN10287,17-05-2023, Expenses,Utilities,Monthly payment,1465,9099,7634,Operations,PRIME-TECH,2531,Credit Card
TXN10288,06-08-2024,Assets,Payroll,Service charge,4808,9317,4509,Sales,SCEPTER,3163,Cash
TXN10289,28-01-2024, Expenses,Loans,Invoice payment,1298,6322,5024,Operations,ASCEND,2733,Cash
TXN10290,22-01-2024, Revenue,Taxes,Service charge,4614,6095,1481,Sales,GOOGLE,2876,Bank Transfer
TXN10291,29-07-2024,Assets,Utilities,Monthly payment,2755,4584,1829,Finance,SCEPTER,2808,Credit Card
TXN10292,13-12-2024, Expenses,Marketing,Loan repayment,2923,6951,4028,Operations,GOOGLE,3278,Credit Card
TXN10293,10-03-2024, Liabilities,Miscellaneous,Invoice payment,4671,6224,1553,HR,ASCEND,3812,Credit Card
TXN10294,16-04-2023,Assets,Miscellaneous,Monthly payment,653,3769,3116,HR,SCEPTER,2788,Bank Transfer
TXN10295,15-12-2023, Expenses,Miscellaneous,Invoice payment,812,2776,1964,Sales,PRIME-TECH,2296,Cash
TXN10296,04-12-2024, Liabilities,Marketing,Service charge,4547,8019,3472,Finance,ASCEND,3152,Cash
TXN10297,09-12-2023,Assets,Miscellaneous,Service charge,2293,9886,7593,Sales,SCEPTER,3092,Bank Transfer
TXN10298,11-09-2024, Revenue,Sales Revenue,Loan repayment,3937,2076,-1861,HR,PRIME-TECH,2577,Cash
TXN10299,21-06-2023,Assets,Taxes,Service charge,4055,6423,2368,HR,GOOGLE,3337,Bank Transfer
TXN10300,28-03-2024, Liabilities,Sales Revenue,Monthly payment,1424,9145,7721,Operations,GOOGLE,3580,Bank Transfer
TXN10301,30-05-2024,Assets,Sales Revenue,Invoice payment,1216,3558,2342,Sales,PRIME-TECH,3707,Credit Card
TXN10302,12-07-2024, Expenses,Utilities,Loan repayment,2854,8665,5811,Finance,ASCEND,2339,Credit Card
TXN10303,11-10-2024, Expenses,Utilities,Loan repayment,2067,9029,6962,HR,SCEPTER,2059,Credit Card
TXN10304,10-09-2024, Revenue,Payroll,Loan repayment,1595,5706,4111,Finance,PRIME-TECH,3370,Cash
TXN10305,06-12-2023, Revenue,Loans,Invoice payment,1986,5211,3225,Operations,SCEPTER,2068,Credit Card
TXN10306,25-06-2023, Revenue, Rent,Invoice payment,403,6237,5834,HR,GOOGLE,3638,Credit Card
TXN10307,28-09-2024, Revenue,Loans,Monthly payment,2563,8802,6239,Sales,SCEPTER,3097,Bank Transfer
TXN10308,16-03-2024, Expenses,Loans,Loan repayment,2542,5438,2896,HR,GOOGLE,2703,Cash
TXN10309,27-12-2023, Revenue,Utilities,Service charge,2773,9895,7122,Finance,SCEPTER,2330,Credit Card
TXN10310,10-09-2023, Expenses,Taxes,Invoice payment,2203,9425,7222,HR,PRIME-TECH,2150,Credit Card
TXN10311,13-12-2024, Liabilities,Loans,Invoice payment,1208,3338,2130,Operations,ASCEND,2702,Bank Transfer
TXN10312,05-12-2024, Liabilities,Utilities,Invoice payment,4217,8330,4113,Sales,ASCEND,3043,Credit Card
TXN10313,22-08-2023, Revenue,Marketing,Monthly payment,4364,9971,5607,Sales,GOOGLE,3397,Cash
TXN10314,09-12-2024, Revenue,Marketing,Loan repayment,4063,9878,5815,Sales,PRIME-TECH,3099,Bank Transfer
TXN10315,28-11-2023, Liabilities, Rent,Invoice payment,2940,4905,1965,Finance,PRIME-TECH,2189,Cash
TXN10316,30-07-2023, Liabilities,Marketing,Service charge,1471,6572,5101,Operations,GOOGLE,3096,Bank Transfer
TXN10317,19-10-2024, Revenue,Payroll,Monthly payment,3077,8990,5913,Finance,GOOGLE,3502,Cash
TXN10318,24-05-2023, Expenses,Taxes,Monthly payment,1541,6443,4902,Sales,PRIME-TECH,2602,Cash
TXN10319,26-01-2024, Liabilities,Marketing,Monthly payment,2563,4522,1959,Sales,GOOGLE,3162,Cash
TXN10320,20-04-2024, Liabilities, Rent,Monthly payment,1990,9948,7958,Operations,SCEPTER,2122,Bank Transfer
TXN10321,04-01-2025, Revenue,Loans,Service charge,4137,4564,427,Sales,SCEPTER,3092,Cash
TXN10322,02-08-2023, Liabilities,Loans,Service charge,1920,6791,4871,Finance,ASCEND,3498,Cash
TXN10323,29-07-2024, Revenue,Utilities,Invoice payment,1037,5924,4887,HR,ASCEND,2217,Credit Card
TXN10324,02-03-2025, Revenue,Marketing,Service charge,1776,9082,7306,Finance,GOOGLE,2008,Bank Transfer
TXN10325,09-11-2024,Assets, Rent,Loan repayment,625,5091,4466,Sales,ASCEND,3636,Cash
TXN10326,31-05-2023, Revenue,Utilities,Service charge,2593,5121,2528,Finance,SCEPTER,2561,Bank Transfer
TXN10327,01-05-2024, Liabilities,Payroll,Loan repayment,2235,3540,1305,Sales,PRIME-TECH,3434,Credit Card
TXN10328,04-04-2024,Assets,Sales Revenue,Loan repayment,4788,4790,2,Operations,SCEPTER,2947,Cash
TXN10329,28-03-2025, Revenue, Rent,Service charge,3564,4386,822,Finance,PRIME-TECH,3308,Credit Card
TXN10330,21-06-2024, Revenue, Rent,Monthly payment,2779,8430,5651,Operations,PRIME-TECH,2654,Bank Transfer
TXN10331,20-06-2024, Liabilities,Marketing,Invoice payment,1129,7215,6086,Sales,ASCEND,3353,Credit Card
TXN10332,25-05-2023, Revenue, Rent,Service charge,3916,8858,4942,HR,GOOGLE,2787,Bank Transfer
TXN10333,15-02-2024, Revenue,Payroll,Service charge,1001,2177,1176,Finance,SCEPTER,2268,Bank Transfer
TXN10334,24-01-2025, Expenses,Marketing,Monthly payment,3364,6932,3568,Operations,SCEPTER,2918,Credit Card
TXN10335,10-12-2023, Expenses,Payroll,Loan repayment,3533,9866,6333,Operations,ASCEND,2596,Cash
TXN10336,15-01-2025,Assets, Rent,Invoice payment,3542,3112,-430,Finance,GOOGLE,3035,Cash
TXN10337,01-09-2024, Liabilities, Rent,Invoice payment,1155,6763,5608,Sales,GOOGLE,3915,Credit Card
TXN10338,06-07-2024, Expenses, Rent,Loan repayment,4276,2594,-1682,Operations,GOOGLE,2861,Bank Transfer
TXN10339,20-04-2023, Liabilities,Sales Revenue,Invoice payment,4922,9206,4284,Operations,SCEPTER,2926,Bank Transfer
TXN10340,21-04-2023, Liabilities,Utilities,Invoice payment,2034,2282,248,Operations,SCEPTER,2040,Credit Card
TXN10341,19-07-2023, Revenue,Sales Revenue,Monthly payment,4835,8734,3899,Finance,ASCEND,3310,Bank Transfer
TXN10342,10-11-2023, Expenses,Payroll,Loan repayment,4886,3160,-1726,HR,PRIME-TECH,3078,Bank Transfer
TXN10343,02-08-2024, Expenses,Taxes,Monthly payment,4702,7790,3088,Sales,SCEPTER,3843,Cash
TXN10344,28-11-2023, Liabilities,Miscellaneous,Invoice payment,2726,8428,5702,Finance,PRIME-TECH,3245,Credit Card
TXN10345,24-06-2023, Revenue,Sales Revenue,Loan repayment,2133,6554,4421,Operations,GOOGLE,3894,Bank Transfer
TXN10346,21-01-2024, Revenue,Miscellaneous,Monthly payment,3374,6416,3042,Finance,SCEPTER,2596,Credit Card
TXN10347,19-04-2023, Liabilities,Sales Revenue,Invoice payment,913,3321,2408,HR,SCEPTER,2855,Cash
TXN10348,25-05-2024, Liabilities,Payroll,Service charge,3629,2547,-1082,Operations,PRIME-TECH,2079,Credit Card
TXN10349,17-02-2025, Revenue,Payroll,Service charge,3750,3448,-302,Operations,SCEPTER,2375,Cash
TXN10350,19-04-2023, Liabilities,Miscellaneous,Monthly payment,3161,7588,4427,Finance,SCEPTER,2871,Cash
TXN10351,15-08-2023, Liabilities,Utilities,Invoice payment,3086,4684,1598,Operations,SCEPTER,3689,Cash
TXN10352,17-07-2023, Revenue,Miscellaneous,Monthly payment,2254,4446,2192,Finance,GOOGLE,2648,Bank Transfer
TXN10353,05-12-2023,Assets,Marketing,Invoice payment,2058,2486,428,Operations,ASCEND,3290,Cash
TXN10354,20-10-2024, Liabilities, Rent,Invoice payment,363,3383,3020,HR,SCEPTER,3460,Cash
TXN10355,09-11-2024, Revenue,Utilities,Loan repayment,1923,7412,5489,Sales,GOOGLE,3544,Cash
TXN10356,20-04-2023, Revenue,Utilities,Service charge,2486,2969,483,HR,GOOGLE,3664,Credit Card
TXN10357,29-08-2024, Expenses,Loans,Loan repayment,4333,5023,690,Finance,GOOGLE,3591,Bank Transfer
TXN10358,22-04-2023,Assets,Sales Revenue,Monthly payment,1083,4009,2926,Sales,PRIME-TECH,2425,Credit Card
TXN10359,06-06-2024, Revenue,Loans,Invoice payment,995,9657,8662,Sales,ASCEND,3246,Bank Transfer
TXN10360,13-09-2023, Expenses,Marketing,Loan repayment,1798,6263,4465,Sales,ASCEND,3274,Credit Card
TXN10361,19-10-2023, Expenses,Payroll,Loan repayment,1814,3560,1746,Operations,PRIME-TECH,3988,Credit Card
TXN10362,30-09-2024,Assets,Payroll,Monthly payment,1009,5117,4108,Finance,PRIME-TECH,3417,Credit Card
TXN10363,17-02-2025, Revenue,Payroll,Loan repayment,4008,6907,2899,Operations,PRIME-TECH,2873,Bank Transfer
TXN10364,23-04-2024, Liabilities,Taxes,Monthly payment,1343,8936,7593,Operations,PRIME-TECH,2846,Credit Card
TXN10365,06-03-2025, Revenue, Rent,Service charge,1616,2144,528,Operations,PRIME-TECH,3488,Credit Card
TXN10366,02-12-2024,Assets,Marketing,Monthly payment,1511,9753,8242,Finance,ASCEND,2581,Credit Card
TXN10367,30-04-2023, Revenue,Taxes,Invoice payment,2264,9525,7261,HR,SCEPTER,3907,Bank Transfer
TXN10368,04-10-2024, Liabilities,Miscellaneous,Service charge,1527,8047,6520,Finance,PRIME-TECH,3993,Bank Transfer
TXN10369,16-09-2023, Liabilities,Loans,Monthly payment,4775,7096,2321,Operations,PRIME-TECH,2325,Credit Card
TXN10370,05-02-2025, Expenses,Marketing,Loan repayment,4707,4096,-611,Finance,ASCEND,2578,Credit Card
TXN10371,01-10-2024, Revenue,Payroll,Monthly payment,2066,3373,1307,Operations,PRIME-TECH,3738,Bank Transfer
TXN10372,09-01-2024, Revenue,Utilities,Loan repayment,1999,3889,1890,Finance,GOOGLE,3783,Credit Card
TXN10373,04-02-2024, Expenses, Rent,Invoice payment,4024,2866,-1158,HR,ASCEND,3353,Credit Card
TXN10374,14-09-2023, Liabilities,Miscellaneous,Invoice payment,3278,4921,1643,Operations,PRIME-TECH,2536,Cash
TXN10375,13-09-2023, Revenue, Rent,Monthly payment,2530,3639,1109,Operations,GOOGLE,3875,Cash
TXN10376,27-06-2023,Assets,Miscellaneous,Invoice payment,4269,3544,-725,Sales,ASCEND,2132,Bank Transfer
TXN10377,02-09-2024,Assets,Miscellaneous,Service charge,4968,4811,-157,HR,ASCEND,2373,Cash
TXN10378,25-04-2024,Assets,Taxes,Monthly payment,4723,7212,2489,Sales,PRIME-TECH,2656,Bank Transfer
TXN10379,02-02-2024, Expenses,Miscellaneous,Loan repayment,3813,6402,2589,Operations,GOOGLE,3477,Credit Card
TXN10380,20-03-2025,Assets,Taxes,Invoice payment,2836,9507,6671,Finance,SCEPTER,2072,Cash
TXN10381,05-04-2023, Revenue, Rent,Invoice payment,624,4914,4290,Operations,SCEPTER,3439,Bank Transfer
TXN10382,08-09-2023,Assets,Utilities,Loan repayment,4264,2505,-1759,Operations,PRIME-TECH,2628,Bank Transfer
TXN10383,15-06-2023, Expenses,Miscellaneous,Invoice payment,1409,8900,7491,Sales,GOOGLE,2445,Cash
TXN10384,26-05-2024, Revenue,Payroll,Loan repayment,2299,8781,6482,Operations,PRIME-TECH,2489,Bank Transfer
TXN10385,18-03-2024, Liabilities,Utilities,Service charge,2531,9173,6642,Finance,ASCEND,2121,Credit Card
TXN10386,26-10-2024,Assets,Utilities,Loan repayment,3293,8765,5472,Finance,PRIME-TECH,2872,Bank Transfer
TXN10387,02-09-2023,Assets,Payroll,Monthly payment,1198,7419,6221,Finance,SCEPTER,2765,Bank Transfer
TXN10388,13-02-2025, Expenses,Sales Revenue,Service charge,4264,9462,5198,Finance,SCEPTER,3335,Bank Transfer
TXN10389,01-10-2023, Expenses,Utilities,Loan repayment,3402,5205,1803,HR,PRIME-TECH,2863,Credit Card
TXN10390,30-04-2024,Assets,Payroll,Loan repayment,1288,5472,4184,HR,GOOGLE,2806,Cash
TXN10391,18-08-2023, Revenue,Loans,Loan repayment,4141,9645,5504,Operations,SCEPTER,3431,Credit Card
TXN10392,28-07-2023, Revenue,Marketing,Monthly payment,4775,3046,-1729,Finance,SCEPTER,3796,Cash
TXN10393,23-05-2024, Revenue,Miscellaneous,Service charge,2405,2323,-82,Sales,GOOGLE,3955,Bank Transfer
TXN10394,22-05-2024, Liabilities,Payroll,Monthly payment,409,3003,2594,Sales,GOOGLE,3958,Credit Card
TXN10395,09-07-2023, Revenue,Sales Revenue,Monthly payment,3775,8015,4240,Finance,PRIME-TECH,2687,Bank Transfer
TXN10396,10-11-2023, Revenue,Payroll,Loan repayment,4200,2826,-1374,Finance,GOOGLE,3246,Credit Card
TXN10397,28-08-2024,Assets,Taxes,Service charge,4525,7166,2641,Operations,GOOGLE,3738,Cash
TXN10398,30-12-2023,Assets,Taxes,Monthly payment,4293,2384,-1909,Finance,SCEPTER,3109,Bank Transfer
TXN10399,29-04-2023, Liabilities,Marketing,Monthly payment,391,9664,9273,HR,SCEPTER,3983,Credit Card
TXN10400,03-12-2023, Liabilities,Miscellaneous,Invoice payment,1246,8304,7058,Sales,SCEPTER,2567,Bank Transfer
TXN10401,06-09-2024, Revenue,Loans,Service charge,2607,9832,7225,HR,SCEPTER,2409,Cash
TXN10402,09-12-2024, Liabilities,Sales Revenue,Monthly payment,3466,3746,280,HR,GOOGLE,2971,Credit Card
TXN10403,19-12-2023, Liabilities,Utilities,Service charge,388,2841,2453,HR,PRIME-TECH,3871,Bank Transfer
TXN10404,16-07-2023, Liabilities,Taxes,Loan repayment,3113,3436,323,Sales,ASCEND,3703,Cash
TXN10405,27-03-2024, Revenue,Payroll,Monthly payment,2631,4506,1875,Sales,SCEPTER,2563,Bank Transfer
TXN10406,08-03-2024, Expenses,Sales Revenue,Service charge,3769,5315,1546,Finance,GOOGLE,2613,Cash
TXN10407,15-08-2024, Revenue,Taxes,Service charge,546,3803,3257,HR,SCEPTER,3165,Bank Transfer
TXN10408,31-08-2024, Liabilities,Marketing,Monthly payment,4420,5904,1484,HR,GOOGLE,2535,Credit Card
TXN10409,25-10-2023, Liabilities,Payroll,Invoice payment,1519,8809,7290,Finance,SCEPTER,3523,Credit Card
TXN10410,12-03-2024, Revenue,Marketing,Service charge,1858,9261,7403,Sales,PRIME-TECH,2222,Credit Card
TXN10411,03-12-2024,Assets,Payroll,Monthly payment,3874,3418,-456,Finance,GOOGLE,3222,Bank Transfer
TXN10412,30-12-2024, Revenue, Rent,Monthly payment,1085,5329,4244,Finance,SCEPTER,3031,Cash
TXN10413,17-12-2023, Revenue,Payroll,Invoice payment,1834,8834,7000,HR,ASCEND,2370,Credit Card
TXN10414,05-11-2023, Liabilities,Loans,Service charge,3238,9795,6557,Finance,GOOGLE,3697,Bank Transfer
TXN10415,15-02-2025, Revenue,Payroll,Invoice payment,3469,5815,2346,Operations,ASCEND,2793,Cash
TXN10416,02-07-2023, Expenses, Rent,Monthly payment,4331,6050,1719,Sales,GOOGLE,2644,Credit Card
TXN10417,21-05-2024, Revenue,Marketing,Loan repayment,1352,9526,8174,HR,ASCEND,2410,Cash
TXN10418,16-09-2023, Revenue,Marketing,Invoice payment,1658,4608,2950,Finance,SCEPTER,3835,Bank Transfer
TXN10419,13-02-2025, Revenue,Miscellaneous,Monthly payment,1846,4215,2369,HR,PRIME-TECH,3765,Bank Transfer
TXN10420,10-01-2024, Revenue,Payroll,Service charge,4267,6775,2508,HR,ASCEND,3143,Bank Transfer
TXN10421,02-03-2025, Revenue,Loans,Monthly payment,2493,7908,5415,HR,GOOGLE,2751,Bank Transfer
TXN10422,17-04-2023, Liabilities,Loans,Monthly payment,4391,8852,4461,Finance,PRIME-TECH,2660,Cash
TXN10423,02-09-2024,Assets,Taxes,Service charge,3158,9278,6120,Finance,ASCEND,3900,Bank Transfer
TXN10424,08-09-2023, Expenses,Loans,Invoice payment,1887,4811,2924,Operations,SCEPTER,2546,Cash
TXN10425,10-12-2023,Assets,Utilities,Loan repayment,4134,3151,-983,Sales,SCEPTER,3319,Cash
TXN10426,02-04-2024,Assets,Loans,Monthly payment,4712,2895,-1817,HR,GOOGLE,2388,Cash
TXN10427,08-01-2024, Liabilities, Rent,Loan repayment,4476,2671,-1805,Sales,ASCEND,3681,Cash
TXN10428,01-02-2025,Assets,Loans,Loan repayment,1937,9796,7859,Operations,SCEPTER,3069,Credit Card
TXN10429,31-12-2024,Assets,Marketing,Monthly payment,3479,8747,5268,HR,GOOGLE,3482,Cash
TXN10430,06-11-2023, Expenses,Sales Revenue,Service charge,3993,5774,1781,Sales,ASCEND,3537,Cash
TXN10431,08-11-2023,Assets,Marketing,Service charge,420,2833,2413,Operations,SCEPTER,2375,Cash
TXN10432,31-07-2024,Assets,Taxes,Loan repayment,3481,2386,-1095,Sales,PRIME-TECH,3022,Bank Transfer
TXN10433,11-03-2024, Expenses,Miscellaneous,Service charge,1023,4330,3307,Finance,GOOGLE,2659,Cash
TXN10434,12-10-2024,Assets,Miscellaneous,Invoice payment,2140,5258,3118,Finance,GOOGLE,3326,Credit Card
TXN10435,26-04-2023, Expenses,Payroll,Loan repayment,3028,2509,-519,Operations,ASCEND,3288,Bank Transfer
TXN10436,31-03-2025,Assets,Payroll,Invoice payment,1748,7556,5808,Finance,GOOGLE,3383,Bank Transfer
TXN10437,26-12-2023, Expenses,Loans,Invoice payment,1532,9982,8450,Operations,PRIME-TECH,2754,Credit Card
TXN10438,27-02-2025, Expenses,Loans,Loan repayment,3982,6979,2997,HR,GOOGLE,2425,Bank Transfer
TXN10439,25-01-2025, Liabilities,Payroll,Loan repayment,4371,5230,859,Finance,GOOGLE,3054,Cash
TXN10440,08-01-2025, Expenses,Marketing,Loan repayment,3392,3989,597,HR,SCEPTER,2264,Credit Card
TXN10441,06-09-2023, Revenue,Miscellaneous,Loan repayment,4388,6868,2480,Operations,SCEPTER,3638,Cash
TXN10442,12-06-2023,Assets,Utilities,Loan repayment,1408,2053,645,Sales,PRIME-TECH,2524,Bank Transfer
TXN10443,19-12-2023, Revenue,Taxes,Service charge,585,4506,3921,HR,ASCEND,2848,Credit Card
TXN10444,26-03-2024, Revenue,Sales Revenue,Monthly payment,4097,6043,1946,Sales,GOOGLE,2764,Credit Card
TXN10445,12-12-2023, Expenses, Rent,Loan repayment,654,3614,2960,Finance,GOOGLE,3948,Cash
TXN10446,26-03-2024, Revenue, Rent,Service charge,2076,5324,3248,HR,PRIME-TECH,3532,Cash
TXN10447,27-03-2024, Liabilities,Sales Revenue,Service charge,1873,4793,2920,HR,SCEPTER,2658,Credit Card
TXN10448,17-01-2024, Revenue,Miscellaneous,Service charge,4056,8122,4066,Finance,ASCEND,2701,Bank Transfer
TXN10449,28-11-2023, Liabilities,Taxes,Monthly payment,4341,9214,4873,HR,ASCEND,2907,Cash
TXN10450,30-06-2024, Liabilities,Payroll,Invoice payment,4916,3397,-1519,HR,ASCEND,3969,Bank Transfer
TXN10451,02-07-2024, Liabilities,Payroll,Monthly payment,1374,2414,1040,Finance,GOOGLE,3841,Credit Card
TXN10452,16-06-2023,Assets,Payroll,Service charge,1970,4401,2431,HR,ASCEND,3688,Bank Transfer
TXN10453,03-03-2024, Revenue,Payroll,Service charge,1104,7252,6148,Finance,ASCEND,3684,Credit Card
TXN10454,02-07-2024, Revenue,Loans,Monthly payment,1319,7141,5822,Sales,ASCEND,2962,Credit Card
TXN10455,30-11-2023, Liabilities,Miscellaneous,Invoice payment,969,8472,7503,Sales,PRIME-TECH,2750,Credit Card
TXN10456,07-06-2023,Assets, Rent,Monthly payment,1601,9025,7424,Operations,GOOGLE,3932,Credit Card
TXN10457,21-04-2024, Liabilities, Rent,Service charge,674,3231,2557,Finance,ASCEND,2977,Credit Card
TXN10458,26-06-2023, Revenue,Miscellaneous,Loan repayment,350,8958,8608,Operations,PRIME-TECH,2304,Cash
TXN10459,28-05-2023, Revenue,Taxes,Monthly payment,2320,7996,5676,Finance,GOOGLE,3932,Credit Card
TXN10460,17-09-2024, Liabilities,Payroll,Invoice payment,3364,8633,5269,Sales,SCEPTER,2555,Bank Transfer
TXN10461,11-11-2023, Revenue,Payroll,Service charge,717,4180,3463,Finance,SCEPTER,2965,Cash
TXN10462,06-07-2024, Expenses,Miscellaneous,Monthly payment,2042,9402,7360,Operations,SCEPTER,3341,Cash
TXN10463,09-06-2023, Expenses,Miscellaneous,Service charge,756,3944,3188,Operations,ASCEND,3129,Bank Transfer
TXN10464,22-04-2023,Assets, Rent,Monthly payment,4944,4655,-289,Sales,GOOGLE,3310,Cash
TXN10465,25-02-2024,Assets,Loans,Loan repayment,4386,5505,1119,Operations,ASCEND,3467,Cash
TXN10466,27-04-2024, Liabilities,Loans,Invoice payment,548,3329,2781,Finance,ASCEND,2989,Bank Transfer
TXN10467,20-06-2023, Liabilities,Payroll,Monthly payment,994,6323,5329,Operations,PRIME-TECH,3810,Bank Transfer
TXN10468,27-09-2023, Expenses,Payroll,Monthly payment,1507,4348,2841,HR,ASCEND,3437,Credit Card
TXN10469,15-04-2024, Revenue,Loans,Service charge,3568,7431,3863,Finance,PRIME-TECH,3805,Credit Card
TXN10470,22-10-2024, Expenses,Sales Revenue,Invoice payment,2919,9244,6325,Operations,PRIME-TECH,2510,Credit Card
TXN10471,24-08-2024,Assets,Loans,Service charge,4172,9671,5499,Sales,PRIME-TECH,2216,Bank Transfer
